         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q5SLW9,      54.29,  0.5036163,      80.29,  0.6029591,      92.57,  0.6617675,      10.57,  0.3147078,      20.29,  0.3804125,      18.29,  0.3754908,      40.00,  0.4731590, -0.1021145, -0.0685704,   350
         Q5SLV5,      46.72,  0.4457091,      16.79,  0.3410536,       0.00,  0.2779005,       8.76,  0.2534094,       1.46,  0.2411371,      15.33,  0.2979002,       2.19,  0.2632017, -0.0436005, -0.2422560,   137
         Q5SLU5,      54.19,  0.5162055,      44.83,  0.4852537,      41.87,  0.4523462,       9.85,  0.2601389,       8.87,  0.2645966,      16.75,  0.3600155,      24.63,  0.3897595, -0.1148978, -0.2589259,   203
         Q5SLS3,      32.60,  0.3386680,      16.57,  0.2980757,       4.42,  0.1790783,       9.94,  0.1685205,       0.00,  0.1291381,      15.47,  0.2554297,       7.18,  0.1983054,  0.0602729, -0.2414432,   181
         Q5SLS1,      41.91,  0.4041008,      22.55,  0.3688450,      15.93,  0.2877215,       7.35,  0.2405675,       7.35,  0.2851743,      11.52,  0.2453828,       5.64,  0.2573451, -0.0045270, -0.1762360,   408
         Q5SLR8,      61.56,  0.5082079,      41.84,  0.4665523,      59.86,  0.5244492,       6.46,  0.2154493,       3.06,  0.2216054,      20.07,  0.3733343,      21.77,  0.3849331, -0.1075908, -0.2605904,   294
         Q5SLR4,      33.24,  0.3574616,      38.42,  0.4259409,      37.60,  0.3605430,       8.99,  0.2296166,       4.09,  0.2316612,      16.35,  0.2933274,      20.71,  0.3164252,  0.0412739, -0.1139700,   367
         Q5SLR3,      38.27,  0.3805908,      13.89,  0.3265919,      15.74,  0.2695549,       7.41,  0.2082428,       4.63,  0.2222489,       8.95,  0.2282115,       3.40,  0.2276477,  0.0198784, -0.2579809,   324
         Q5SLQ4,      54.80,  0.4659154,      22.91,  0.3509700,      21.05,  0.3314193,       5.57,  0.2386127,       6.19,  0.2861013,       8.36,  0.2500167,      15.79,  0.3205061, -0.0686847, -0.1808584,   323
         Q5SLQ3,      18.43,  0.2632040,       6.91,  0.2700496,      11.06,  0.1860261,       3.69,  0.1378558,       0.00,  0.1219319,      11.06,  0.2001896,       2.30,  0.1655385,  0.1356504, -0.2545487,   217
         Q5SLQ1,      43.24,  0.5063483,      24.32,  0.4069163,      33.78,  0.4004063,       4.73,  0.2182264,       0.00,  0.2555312,      23.65,  0.3307316,       0.00,  0.2862923, -0.1043250, -0.1886877,   148
         Q5SLP9,      23.95,  0.3603481,      49.81,  0.5057680,      44.87,  0.4574644,      25.10,  0.3426483,      25.10,  0.3653051,      27.00,  0.3681988,      27.00,  0.3999556,  0.0413319, -0.0373745,   263
         Q5SLP8,      50.50,  0.4593030,      10.89,  0.3350855,       7.92,  0.3138373,       8.91,  0.1939812,       0.00,  0.1864952,      23.76,  0.3429317,       1.98,  0.2529661, -0.0599010, -0.1010583,   101
         Q5SLN7,      48.00,  0.4615341,      38.86,  0.4470157,      33.14,  0.4045651,       5.71,  0.2241692,       1.71,  0.2427547,      16.00,  0.3116672,       3.05,  0.2811901, -0.0598765, -0.2559043,   525
         Q5SLN5,      24.80,  0.3162581,      14.17,  0.3416222,      22.62,  0.3384671,       2.45,  0.2004921,       1.36,  0.2106230,       7.63,  0.1993575,       1.63,  0.2113921,  0.0816009, -0.1988681,   367
         Q5SLN1,      36.90,  0.3989393,      14.39,  0.3365987,       9.59,  0.2752385,       5.54,  0.2006245,       0.37,  0.2209118,       8.12,  0.2415422,       2.95,  0.2331027,  0.0006503, -0.2259510,   271
         Q5SLL6,      29.40,  0.3546967,      24.82,  0.3759994,      15.90,  0.3101788,       6.02,  0.1942392,       3.13,  0.2047607,      13.01,  0.2468674,       3.13,  0.2294273,  0.0430920, -0.2209712,   415
         Q5SLK5,      56.16,  0.5484348,      39.41,  0.5033082,      37.68,  0.4415299,      26.60,  0.3307902,      32.51,  0.4143939,      38.67,  0.3927182,      33.50,  0.4385291, -0.1479028, -0.1748165,   406
         Q5SLI8,      52.46,  0.5293278,      31.03,  0.4120249,      22.91,  0.3677160,       9.36,  0.2755839,      14.04,  0.3303258,       8.87,  0.2813904,       6.90,  0.3047754, -0.1293067, -0.2092910,   406
         Q5SLI7,      27.27,  0.3173171,      19.22,  0.3700707,      15.84,  0.3137835,       6.75,  0.2350745,       1.30,  0.2543738,       7.01,  0.2176135,       3.38,  0.2324083,  0.0844439, -0.1751647,   385
         Q5SLI3,      12.66,  0.1648088,       7.40,  0.1804256,       0.00,  0.1291918,       0.49,  0.0447177,       0.00,  0.0348380,       6.41,  0.1706185,       0.66,  0.0992347,  0.2268116, -0.4787007,   608
         Q5SLH0,      39.42,  0.3672158,      32.78,  0.3591736,      31.95,  0.3558974,       1.66,  0.1230424,       0.00,  0.1129414,      14.52,  0.2890674,      11.62,  0.2678896,  0.0327965, -0.3938188,   241
         Q5SLG9,      15.22,  0.2890983,      18.37,  0.3334335,       8.40,  0.2384569,       7.87,  0.2297857,       5.51,  0.2421499,      10.50,  0.2317159,       1.57,  0.2210306,  0.1120942, -0.1797135,   381
         Q5SLF5,      40.78,  0.4113520,      32.94,  0.4170633,      42.75,  0.3992604,       3.53,  0.2162350,       3.53,  0.2401535,       9.02,  0.2837628,       0.39,  0.2614278, -0.0117084, -0.3191995,   255
         Q5SLE8,      64.12,  0.5622955,      32.23,  0.4350275,      34.22,  0.4366781,       7.31,  0.2708910,       4.65,  0.2899903,      14.95,  0.3094186,      24.58,  0.3840502, -0.1613006, -0.1919215,   301
         Q5SLC9,      49.38,  0.4751942,      27.90,  0.4102698,      25.53,  0.3910773,       6.97,  0.2206203,       6.41,  0.2661594,       7.54,  0.2618325,      14.85,  0.3375256, -0.0745387, -0.1797508,   889
         Q5SLC6,      52.25,  0.4821346,      17.72,  0.3439159,       8.11,  0.3014252,       2.70,  0.1791754,       0.90,  0.1959717,       8.41,  0.2618357,       1.80,  0.2438389, -0.0814646, -0.2684916,   333
         Q5SL86,      59.39,  0.5135086,      19.92,  0.3511878,      14.18,  0.2764166,       6.90,  0.2006702,       2.30,  0.2195411,      12.26,  0.2959862,       4.60,  0.2634823, -0.1142957, -0.2422714,   261
         Q5SL76,      14.29,  0.2538187,       4.35,  0.2516597,       0.00,  0.1173939,       1.86,  0.1362389,       0.00,  0.1411246,       4.97,  0.1481932,       0.00,  0.1551725,  0.1449973, -0.2794740,   322
         Q5SL69,      35.69,  0.4110245,      16.72,  0.3536111,      26.37,  0.3526794,       4.82,  0.1476794,       1.93,  0.1341474,      12.86,  0.2858340,       4.50,  0.2220495, -0.0101095, -0.2837185,   311
         Q5SL61,      49.09,  0.4995179,      26.77,  0.3861139,      21.30,  0.3556066,       6.69,  0.2269690,       6.49,  0.2735091,      10.75,  0.2720572,       4.26,  0.2763613, -0.0976854, -0.2364964,   493
         Q5SL57,      47.70,  0.4918025,      28.29,  0.4100962,      24.01,  0.3641647,       3.29,  0.2372527,       0.00,  0.2642404,      14.14,  0.2883443,      17.11,  0.3426502, -0.0920206, -0.2277882,   304
         Q5SL52,      71.60,  0.6124486,      68.00,  0.6833798,      73.80,  0.6656410,      31.40,  0.3749066,      43.80,  0.4817902,      52.60,  0.5252672,      58.60,  0.5572392, -0.2114574, -0.1207045,   500
         Q5SL36,      44.50,  0.4410274,      20.61,  0.3784016,      23.65,  0.3657356,       4.22,  0.2144571,       4.22,  0.2496048,      11.24,  0.2645598,      15.46,  0.3189645, -0.0408850, -0.2673225,   427
         Q5SL28,      23.88,  0.2962639,      15.52,  0.3081852,       6.87,  0.2158287,       3.88,  0.1708486,       3.28,  0.1969754,       7.76,  0.1949012,       4.78,  0.1945291,  0.1021604, -0.2457953,   335
         Q5SL04,      53.01,  0.4961540,      27.11,  0.3918144,      21.39,  0.3520708,       6.63,  0.1950518,       8.43,  0.2323202,      13.25,  0.2981153,      11.14,  0.3275877, -0.0957936, -0.2643265,   332
         Q5SL02,      43.02,  0.4545955,      28.49,  0.3986896,      26.21,  0.3428555,       5.41,  0.2326259,       3.70,  0.2640350,      13.39,  0.2674019,       4.27,  0.2695582, -0.0527475, -0.2721883,   351
         Q5SKY0,      47.70,  0.4844894,      27.37,  0.3805652,      26.29,  0.3531919,       7.05,  0.2164396,       3.25,  0.2345250,      12.20,  0.2833035,       3.79,  0.2665537, -0.0841490, -0.2287303,   369
         Q5SKW9,      49.22,  0.4303161,      11.72,  0.3406898,       9.38,  0.3101934,      10.16,  0.2648665,       0.00,  0.2768910,      15.62,  0.3025580,       7.81,  0.2692202, -0.0293356, -0.0666341,   128
         Q5SKW7,      33.97,  0.3696888,      31.22,  0.3888714,      30.17,  0.3486502,      10.34,  0.2561207,       8.02,  0.2806915,       8.23,  0.2361716,      21.31,  0.3133659,  0.0305948, -0.1769952,   474
         Q5SKW6,      41.84,  0.3931344,      22.79,  0.3948301,      31.63,  0.4104498,       3.06,  0.1776853,       0.00,  0.1855301,       8.84,  0.2873738,       0.00,  0.2397589,  0.0065249, -0.2272945,   294
         Q5SKW1,      69.98,  0.6462691,      60.52,  0.5568629,      67.38,  0.5961342,      28.37,  0.3781629,      23.64,  0.4168452,      30.26,  0.4148467,      45.86,  0.5015200, -0.2419879, -0.0030696,   423
         Q5SKV9,      24.69,  0.3698179,       6.67,  0.2936089,       0.00,  0.1735925,       4.20,  0.1984198,       2.22,  0.2076432,       5.93,  0.2064992,       0.74,  0.2126648,  0.0300636, -0.2830221,   405
         Q5SKV6,      34.72,  0.4429334,       9.03,  0.3343230,       0.00,  0.2504584,       5.56,  0.2532601,       2.78,  0.2566589,       4.86,  0.2315887,       0.00,  0.2531273, -0.0430074, -0.3060299,   288
         Q5SKV5,      32.99,  0.3164438,      11.76,  0.3003871,       5.12,  0.2136345,       1.53,  0.1484369,       0.00,  0.1593278,       4.60,  0.1844452,       1.02,  0.1848401,  0.0812413, -0.2740510,   391
         Q5SKV3,      33.63,  0.3412266,      22.02,  0.3289845,      14.29,  0.2901855,       3.57,  0.1419045,       0.30,  0.1411630,      11.31,  0.2647012,       2.38,  0.2029966,  0.0580342, -0.3465478,   336
         Q5SKV2,      43.03,  0.4648194,      37.12,  0.4534583,      55.32,  0.5213612,       1.89,  0.1911661,       0.95,  0.2211975,      14.42,  0.3376192,      14.42,  0.3649372, -0.0644465, -0.2884385,   423
         Q5SKU2,      56.14,  0.5512744,      28.65,  0.4554796,      49.71,  0.5081859,       7.60,  0.3204826,       2.34,  0.3490503,      22.81,  0.3619969,      11.11,  0.3397139, -0.1502808, -0.0388760,   171
         Q5SKU1,      90.77,  0.8504843,      87.69,  0.6971849,     100.00,  0.8354124,      69.23,  0.5734215,      67.69,  0.5468200,      90.77,  0.7967786,      93.85,  0.7166837, -0.4450267,  0.2546716,    65
         Q5SKT8,      35.62,  0.3564050,      11.93,  0.2779939,       8.68,  0.2471304,       0.90,  0.1369320,       1.45,  0.1610005,       7.23,  0.2062176,       0.18,  0.1897582,  0.0400283, -0.3446246,   553
         Q5SKT5,      28.33,  0.3067137,      13.09,  0.3156604,       1.93,  0.1715246,       6.44,  0.2034024,       5.58,  0.2453514,       7.73,  0.1979300,       3.65,  0.2115096,  0.0921589, -0.2174218,   466
         Q5SKS4,      41.11,  0.3980766,       9.91,  0.2772750,       5.54,  0.1958964,       4.37,  0.1588708,       1.17,  0.1670987,      11.08,  0.2176603,       7.87,  0.2358131,  0.0011070, -0.3077070,   343
         Q5SKS1,      68.54,  0.5841913,      29.14,  0.4271630,      22.19,  0.3670826,       9.27,  0.2294435,       7.62,  0.2553254,      23.18,  0.3373784,      23.84,  0.3667640, -0.1835290, -0.1769779,   302
         Q5SKR5,      34.60,  0.3878435,      11.37,  0.3234457,       2.84,  0.2583059,       4.27,  0.1699389,       0.00,  0.1738423,      12.80,  0.2446387,       1.90,  0.2166183,  0.0131833, -0.2160993,   211
         Q5SKP3,      33.12,  0.3828187,      25.55,  0.3616689,      21.77,  0.2884962,       5.05,  0.2274638,       2.84,  0.2367876,       5.68,  0.2033808,       0.32,  0.2353533,  0.0173829, -0.1605828,   317
         Q5SKP2,      36.95,  0.4042428,       9.38,  0.2932059,       1.47,  0.2355250,       2.35,  0.1894076,       1.47,  0.1949074,       6.45,  0.2204842,       0.00,  0.2170413, -0.0029964, -0.2547416,   341
         Q5SKN7,      39.17,  0.3759860,       9.17,  0.2954122,       5.00,  0.1553785,       7.50,  0.1639941,       0.00,  0.1594144,      17.50,  0.2610564,       5.83,  0.2093105,  0.0236593, -0.2555326,   120
         Q5SKN6,      43.47,  0.4255688,      21.58,  0.3708320,      14.89,  0.3187893,       4.26,  0.1638246,       0.30,  0.1605716,      10.94,  0.2710591,       4.26,  0.2319760, -0.0253212, -0.2409346,   329
         Q5SKM9,      75.25,  0.6431402,      72.77,  0.6258197,      87.38,  0.6556724,       2.48,  0.2580142,       0.74,  0.3090135,      30.45,  0.4415933,      53.71,  0.4888754, -0.2419554, -0.0413851,   404
         Q5SKM8,       7.22,  0.2066204,       8.76,  0.2761521,       4.64,  0.1952713,       4.12,  0.1728732,       0.52,  0.1520314,      10.31,  0.2026865,       1.03,  0.1683939,  0.1924951, -0.2478528,   194
         Q5SKM7,      47.37,  0.4767622,      29.82,  0.3955377,      19.55,  0.3683426,      12.03,  0.2335164,      10.53,  0.2713627,      15.04,  0.2945593,      20.80,  0.3400135, -0.0761371, -0.1754941,   399
         Q5SKM5,      31.39,  0.3560328,      15.11,  0.3485045,      14.35,  0.2915141,       3.54,  0.1798186,       3.04,  0.2099186,       4.56,  0.2002245,       6.75,  0.2643355,  0.0435062, -0.1994895,  1185
         Q5SKH4,      30.18,  0.3307691,      31.53,  0.3778254,      18.47,  0.3463768,      14.86,  0.2362563,       9.91,  0.2386833,      20.72,  0.2688048,      19.82,  0.2997860,  0.0653823, -0.1149430,   222
         Q5SKG9,      27.18,  0.3557756,      14.56,  0.3234814,       5.83,  0.2363206,       4.85,  0.2279203,       0.97,  0.2565636,      13.11,  0.2277532,       0.00,  0.2319158,  0.0468591, -0.2154804,   206
         Q5SKG7,      68.66,  0.5920275,      23.51,  0.4084273,      23.13,  0.3661915,      13.81,  0.2206751,      12.31,  0.2748643,      17.16,  0.3335468,      15.30,  0.3659554, -0.1908619, -0.2904058,   268
         Q5SKG5,      29.66,  0.3277211,      28.97,  0.3783302,      21.15,  0.2982177,       2.99,  0.2134117,       1.61,  0.2617598,       8.28,  0.2386506,       3.22,  0.2366457,  0.0713748, -0.1922926,   435
         Q5SKD9,      47.10,  0.4547387,      12.29,  0.3259667,       7.17,  0.2687888,       4.10,  0.2063649,       0.00,  0.2217709,       9.90,  0.2556284,       4.10,  0.2440783, -0.0559980, -0.2325967,   293
         Q5SKD6,      34.55,  0.4422489,      30.89,  0.3673922,      27.23,  0.3749563,       3.66,  0.1932833,       0.00,  0.1641197,      10.47,  0.2745175,       0.00,  0.2402603, -0.0438909, -0.2031024,   191
         Q5SKC1,      49.03,  0.4758995,      33.50,  0.4205014,      33.50,  0.3765328,       3.40,  0.2108242,       1.46,  0.2418410,       7.77,  0.2806008,      11.89,  0.3343666, -0.0753497, -0.2191991,   412
         Q5SKB3,      52.42,  0.5137111,      20.97,  0.3752377,      41.13,  0.4264695,       4.03,  0.2058323,       0.00,  0.1874764,      21.77,  0.3534086,       3.23,  0.2726110, -0.1137736, -0.3185401,   124
         Q5SKA7,      36.39,  0.3971124,      19.51,  0.3295384,      13.77,  0.2783013,       3.61,  0.1796115,       1.97,  0.1863731,       4.92,  0.2185995,       7.54,  0.2649229,  0.0041852, -0.2101230,   610
         Q5SK89,      27.63,  0.3405508,      26.05,  0.3799008,      12.37,  0.2803716,       8.42,  0.2463431,       4.21,  0.2431163,       8.42,  0.2326974,       3.16,  0.2404349,  0.0599531, -0.1766168,   380
         Q5SK78,      45.53,  0.4777527,      29.18,  0.4224591,      26.92,  0.3913197,       5.41,  0.2552817,       9.06,  0.3196380,      10.57,  0.2634111,      15.22,  0.3549771, -0.0772134, -0.1344070,   795
         Q5SK69,      31.79,  0.3650436,      32.08,  0.4112825,      38.15,  0.4188229,       4.91,  0.2085254,       2.89,  0.2322961,      17.34,  0.2868037,      15.61,  0.3204624,  0.0331125, -0.2067999,   346
         Q5SK67,      50.23,  0.5042968,      57.75,  0.4926258,      47.89,  0.4577232,       7.75,  0.2972400,      18.78,  0.3535192,      13.15,  0.3304208,       4.69,  0.3296836, -0.1040696, -0.2188378,   426
         Q5SK66,      31.13,  0.3734357,      22.19,  0.3791480,      17.88,  0.3041680,       4.64,  0.2171158,       4.97,  0.2577763,      11.26,  0.2710737,       0.99,  0.2497584,  0.0277293, -0.2431437,   302
         Q5SK48,      31.45,  0.3133271,      11.29,  0.2998237,       0.00,  0.1950687,       2.42,  0.1904631,       0.81,  0.1953807,       5.91,  0.1935115,       1.34,  0.1987510,  0.0832695, -0.1577444,   372
         Q5SK41,      36.27,  0.3925534,      33.80,  0.4237474,      29.93,  0.3949816,       7.04,  0.2059291,       1.06,  0.2087510,      10.21,  0.2693624,       9.15,  0.3158876,  0.0076088, -0.2691754,   284
         Q5SK40,      47.48,  0.4713840,      17.03,  0.3394426,      21.34,  0.3309140,       8.87,  0.2127461,       4.80,  0.2331492,       9.83,  0.2577168,       5.76,  0.2524064, -0.0713797, -0.2548639,   417
         Q5SK01,      33.92,  0.4031901,      18.59,  0.3838786,      22.61,  0.3910124,       3.52,  0.2149644,       1.01,  0.2339204,      10.55,  0.2535775,       2.01,  0.2482551, -0.0031519, -0.1704941,   398
         Q5SJZ6,      52.32,  0.4922401,      10.08,  0.3291229,       0.00,  0.2708440,       3.54,  0.1728234,       0.54,  0.1805718,       8.17,  0.2466684,       1.63,  0.2369044, -0.0903337, -0.2745068,   367
         Q5SJX7,      45.84,  0.4555148,      32.30,  0.4429920,      28.03,  0.3568054,      11.16,  0.2337579,      10.93,  0.2682333,      18.76,  0.2915674,      24.70,  0.3414785, -0.0565615, -0.1313196,   421
         Q5SJV9,      45.00,  0.4354706,      31.46,  0.4050918,      31.67,  0.3465616,       5.42,  0.1938315,       3.96,  0.2184770,      17.50,  0.2902571,       5.21,  0.2571881, -0.0359241, -0.1330156,   480
         Q5SJV1,      87.37,  0.6832398,      54.74,  0.5892479,      52.63,  0.5617839,       8.42,  0.1503074,       0.00,  0.1200099,      51.58,  0.5648968,      37.89,  0.4449144, -0.2821521, -0.1617460,    95
